transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
166,8/20/2022,2906.11,deposit,Youtags,entertainment,credit card,Cabouco,EUR,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
167,8/1/2022,3420.95,withdrawal,Bubbletube,transportation,savings,Liloan,PHP,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
168,8/14/2022,5347.83,withdrawal,Edgeify,transportation,savings,Sukasetia,IDR,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
169,8/27/2022,6081.21,withdrawal,Gigaclub,groceries,checking,Yitang,CNY,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
170,8/13/2022,7823.74,deposit,Centidel,entertainment,savings,Ivano-Frankove,UAH,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et
171,8/3/2022,6620.13,deposit,Oyoyo,entertainment,savings,Francisco I Madero,MXN,id massa id nisl venenatis lacinia aenean sit amet justo morbi
172,8/26/2022,4111.1,deposit,Jaxbean,groceries,savings,Repki,PLN,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
173,8/12/2022,9623.77,transfer,Jabbersphere,entertainment,credit card,Dongobesh,TZS,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
174,8/27/2022,6855.45,withdrawal,Thoughtsphere,transportation,checking,Lueng Putu,IDR,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
175,8/6/2022,9079.34,transfer,Quire,transportation,checking,Pengjia Zhaizi,CNY,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
176,8/17/2022,9517.04,deposit,Vinte,utilities,savings,Hufang,CNY,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
177,8/19/2022,3513.51,transfer,Centimia,groceries,checking,Acherítou,EUR,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
178,8/14/2022,1563.65,withdrawal,Quatz,transportation,savings,Krasnodon,UAH,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
179,8/16/2022,5924.97,deposit,Tazz,groceries,checking,Massawa,ERN,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
180,8/1/2022,580.79,transfer,Riffpath,utilities,savings,Granada,COP,a libero nam dui proin leo odio porttitor id consequat in
181,8/4/2022,4680.42,deposit,Zoomzone,entertainment,checking,Kallithéa,EUR,est et tempus semper est quam pharetra magna ac consequat metus
182,8/20/2022,9462.33,transfer,Einti,utilities,checking,Köln,EUR,in libero ut massa volutpat convallis morbi odio odio elementum eu
183,8/7/2022,2153.61,transfer,Mybuzz,entertainment,credit card,Mošorin,RSD,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus
184,8/19/2022,5393.78,withdrawal,Edgeify,groceries,savings,Yessentuki,RUB,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
185,8/7/2022,5951.94,withdrawal,Skivee,transportation,savings,Destrnik,EUR,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor
186,8/4/2022,6208.75,deposit,Oloo,entertainment,credit card,Wārāh,PKR,donec quis orci eget orci vehicula condimentum curabitur in libero ut
187,8/23/2022,3487.1,deposit,Gabtune,transportation,savings,Lampuyang,IDR,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
188,8/30/2022,405.47,transfer,Yozio,entertainment,credit card,Vicente Guerrero,MXN,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
189,8/5/2022,5162.15,deposit,Rhyzio,entertainment,credit card,Shibli,ILS,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
190,8/20/2022,4142.19,transfer,Flashpoint,utilities,credit card,Starychi,UAH,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
191,8/14/2022,5766.82,withdrawal,Feedbug,entertainment,credit card,Nankang,CNY,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
192,8/4/2022,9946.48,transfer,Buzzbean,groceries,checking,Chābahār,IRR,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae
193,8/15/2022,7887.04,withdrawal,Voonte,transportation,savings,Xifengshan,CNY,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
194,8/3/2022,2274.08,transfer,Skinder,utilities,credit card,Shah Alam,MYR,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
195,8/3/2022,2568.82,transfer,Livetube,entertainment,savings,Masku,EUR,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
196,8/11/2022,7004.55,withdrawal,Realpoint,utilities,checking,Cuozhou,CNY,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
197,8/18/2022,2398.54,withdrawal,Dynabox,transportation,credit card,Nkove,TZS,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
198,8/7/2022,3412.03,transfer,Jabbersphere,groceries,credit card,Angers,EUR,etiam faucibus cursus urna ut tellus nulla ut erat id mauris
199,8/4/2022,3839.36,deposit,Aibox,entertainment,savings,Fengjia,CNY,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
200,8/22/2022,6685.69,withdrawal,Jaxbean,entertainment,checking,Kujang,IDR,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
201,8/5/2022,3841.43,withdrawal,Rhyloo,groceries,credit card,Fuqiang,CNY,dolor sit amet consectetuer adipiscing elit proin interdum mauris non
202,8/3/2022,7972.51,withdrawal,Devshare,entertainment,credit card,Coaraci,BRL,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
203,8/22/2022,3115.84,deposit,Gabspot,utilities,credit card,Badeggi,NGN,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
204,8/25/2022,8372.99,transfer,Lazzy,entertainment,savings,Foluo,CNY,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
205,8/9/2022,1371.4,deposit,Shufflester,groceries,checking,Sampués,COP,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
206,8/9/2022,2453.88,deposit,Myworks,entertainment,checking,Lanyi,CNY,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
207,8/20/2022,4819.01,deposit,Browsebug,entertainment,checking,Kentau,KZT,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
208,8/14/2022,3845.95,transfer,Nlounge,groceries,savings,Astara,AZN,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices
209,8/21/2022,3520.35,transfer,Livefish,entertainment,checking,Lüderitz,NAD,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
210,8/4/2022,7706.2,deposit,Kimia,transportation,checking,Fort Worth,USD,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
211,8/22/2022,3113.27,deposit,Ntag,utilities,checking,Chiţcani,MDL,in hac habitasse platea dictumst morbi vestibulum velit id pretium
212,8/6/2022,922.23,deposit,Voonyx,entertainment,credit card,Telagasari,IDR,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
213,8/4/2022,7563.12,withdrawal,Feednation,entertainment,credit card,Bandar-e ‘Asalūyeh,IRR,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
214,8/30/2022,4781.23,withdrawal,Mydeo,transportation,credit card,Sugiharjo,IDR,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
215,8/19/2022,5458.11,transfer,Eimbee,entertainment,checking,Göteborg,SEK,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
216,8/6/2022,6806.6,withdrawal,Wordpedia,transportation,savings,Ban Fang,THB,tincidunt eu felis fusce posuere felis sed lacus morbi sem
217,8/23/2022,5218.98,transfer,Yata,entertainment,savings,Songhae,KRW,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
218,8/22/2022,4360.59,withdrawal,Meevee,utilities,checking,Yancheng,CNY,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan
219,8/17/2022,2487.65,deposit,Vidoo,transportation,savings,Houston,USD,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
220,8/9/2022,8453.48,transfer,Buzzster,utilities,checking,Novi Zagreb,HRK,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend
221,8/15/2022,7376.29,transfer,Topicware,groceries,savings,Bijaepasu,IDR,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
222,8/12/2022,122.1,withdrawal,Brainbox,utilities,checking,Baton Rouge,USD,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
223,8/16/2022,2805.29,transfer,Flashspan,transportation,savings,Tynne,UAH,mi sit amet lobortis sapien sapien non mi integer ac neque
224,8/23/2022,8944.17,transfer,Voonyx,utilities,checking,Panagyurishte,BGN,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
225,8/13/2022,3925.94,transfer,Zoomlounge,utilities,checking,Sui’an,CNY,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
226,8/13/2022,5196.36,deposit,Omba,groceries,savings,Ebute Ikorodu,NGN,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
227,8/2/2022,5507.23,withdrawal,Wikizz,entertainment,credit card,Alor Setar,MYR,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla
228,8/12/2022,6451.19,transfer,Realpoint,utilities,checking,Danauparis,IDR,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi
229,8/12/2022,8811.68,withdrawal,Eadel,groceries,credit card,Poniklá,CZK,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
230,8/2/2022,4058.32,withdrawal,Jayo,transportation,credit card,Karanggeneng,IDR,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
231,8/2/2022,8534.16,transfer,Trilith,groceries,savings,Thạnh Mỹ,VND,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh
232,8/2/2022,6947.27,deposit,Latz,transportation,savings,Alca,PEN,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus
233,8/16/2022,4446.15,transfer,Ozu,utilities,checking,Trilj,HRK,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
234,8/10/2022,6288.74,withdrawal,Brainlounge,groceries,checking,Illela,NGN,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
235,8/27/2022,3202.4,withdrawal,Topicblab,transportation,savings,Santiago Puringla,HNL,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus
236,8/28/2022,9310.98,withdrawal,Twimbo,groceries,checking,Igreja,EUR,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
237,8/8/2022,6168.79,transfer,Topicshots,entertainment,savings,Erandique,HNL,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
238,8/15/2022,7777.5,withdrawal,Oyoba,entertainment,checking,Iganga,UGX,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
239,8/13/2022,5246.51,deposit,Abatz,groceries,checking,Pamedilan,IDR,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
240,8/2/2022,2025.15,deposit,Voonder,transportation,credit card,Buhe,CNY,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
241,8/4/2022,3617.13,transfer,Leenti,entertainment,checking,Kute,IDR,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
242,8/14/2022,9123.32,deposit,Flashdog,groceries,credit card,Malusay,PHP,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis
243,8/19/2022,9126.8,withdrawal,Dynava,groceries,savings,Syktyvkar,RUB,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
244,8/18/2022,2197.26,withdrawal,Tavu,utilities,savings,Taliouine,MAD,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
245,8/13/2022,5820.17,transfer,Oodoo,groceries,checking,Podkamennaya Tunguska,RUB,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
246,8/19/2022,6314.89,deposit,Mymm,utilities,credit card,Conselheiro Lafaiete,BRL,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
247,8/14/2022,695.02,transfer,Oyonder,transportation,savings,Jiujie,CNY,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
248,8/16/2022,72.58,withdrawal,Photofeed,entertainment,savings,Lyubeshiv,UAH,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
249,8/24/2022,9809.77,deposit,Yodoo,entertainment,savings,Changping,CNY,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci
250,8/7/2022,5893.63,withdrawal,Skynoodle,groceries,credit card,Nóvita,COP,libero quis orci nullam molestie nibh in lectus pellentesque at
251,8/25/2022,5866.73,deposit,Quinu,utilities,savings,T’ianet’i,GEL,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
252,8/13/2022,811.95,withdrawal,Tagfeed,utilities,credit card,Niedźwiedź,PLN,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
253,8/16/2022,5040.44,transfer,Trudoo,utilities,checking,Lipovci,EUR,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
254,8/5/2022,3255.13,withdrawal,Flashspan,utilities,savings,Akim Oda,GHS,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
255,8/28/2022,9115.58,transfer,Ainyx,utilities,savings,Ciénaga de Oro,COP,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
256,8/25/2022,9220.55,withdrawal,Photojam,entertainment,savings,Lũng Hồ,VND,est risus auctor sed tristique in tempus sit amet sem fusce
257,8/22/2022,8398.99,transfer,Cogilith,entertainment,credit card,Chornoliztsi,UAH,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
258,8/12/2022,6900.37,deposit,Jaloo,entertainment,checking,Steinfort,EUR,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
259,8/19/2022,606.48,withdrawal,Meeveo,transportation,checking,Néa Mákri,EUR,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
260,8/30/2022,2589.95,withdrawal,Dynazzy,groceries,credit card,Conde,BRL,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
261,8/11/2022,8028.08,transfer,Miboo,transportation,credit card,Asmara,ERN,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
262,8/29/2022,9657.15,transfer,Katz,transportation,savings,Fartura,BRL,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
263,8/26/2022,4792.36,withdrawal,Vipe,entertainment,savings,Skwierzyna,PLN,aenean sit amet justo morbi ut odio cras mi pede malesuada
264,8/2/2022,8901.91,withdrawal,Edgeblab,groceries,checking,Segoro,IDR,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
265,8/5/2022,7761.4,deposit,Skyndu,entertainment,savings,Bautista,PHP,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
266,8/5/2022,9687.85,withdrawal,Oyoyo,groceries,checking,Martaban,MMK,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
267,8/18/2022,9995.92,transfer,Jaloo,groceries,credit card,Brzeg Dolny,PLN,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum
268,8/7/2022,3879.14,transfer,Feedfish,entertainment,savings,Yashao,CNY,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
269,8/3/2022,796.33,deposit,Izio,utilities,savings,Mobaye,XAF,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
270,8/7/2022,4978.78,transfer,Oba,utilities,savings,Maiac,MDL,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
271,8/17/2022,5027.52,withdrawal,Yamia,groceries,checking,Las Vegas,USD,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
272,8/18/2022,7158.19,transfer,Podcat,transportation,credit card,Bakungan,IDR,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
273,8/7/2022,5481.27,withdrawal,Divape,entertainment,savings,Emiliano Zapata,MXN,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
274,8/20/2022,5038.48,withdrawal,Oloo,transportation,checking,Ningxi,CNY,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
275,8/20/2022,7984.81,transfer,Yotz,transportation,savings,Sanjia,CNY,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
276,8/15/2022,1430.45,transfer,Innotype,groceries,checking,Al Abyār,LYD,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
277,8/11/2022,2101.94,withdrawal,Oyondu,transportation,credit card,Kościerzyna,PLN,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
278,8/3/2022,8404.98,transfer,Feedspan,groceries,checking,Mielec,PLN,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
279,8/24/2022,1927.56,deposit,Dabjam,groceries,checking,Seremban,MYR,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
280,8/1/2022,7808.11,transfer,Zoomzone,entertainment,savings,Jitian,CNY,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
281,8/25/2022,3084.33,transfer,Divanoodle,groceries,credit card,Ornontowice,PLN,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
282,8/13/2022,7871.75,transfer,Devify,groceries,credit card,Pargas,EUR,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut
283,8/1/2022,6504.57,transfer,Youspan,utilities,checking,A dos Negros,EUR,nunc proin at turpis a pede posuere nonummy integer non velit donec
284,8/4/2022,887.25,withdrawal,Yacero,utilities,credit card,Pandian,IDR,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
285,8/29/2022,2338.6,transfer,Jaxspan,entertainment,credit card,Huacheng,CNY,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu
286,8/9/2022,6684.05,transfer,Thoughtbridge,entertainment,credit card,Slawharad,BYR,consequat morbi a ipsum integer a nibh in quis justo maecenas
287,8/25/2022,2539.1,transfer,Kimia,utilities,checking,Cavan,EUR,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
288,8/6/2022,7580.13,transfer,Kwinu,transportation,savings,Sơn Hà,VND,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
289,8/17/2022,4012.78,withdrawal,Oyope,groceries,checking,Nanjing,CNY,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
290,8/12/2022,4359.3,deposit,Ooba,utilities,credit card,Ichinomiya,JPY,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi
291,8/19/2022,1221.73,transfer,Wikibox,groceries,checking,Palecenan,IDR,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
292,8/14/2022,8754.05,transfer,Digitube,entertainment,checking,Parang,PHP,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
293,8/16/2022,2513.87,deposit,Chatterpoint,utilities,savings,Clichy,EUR,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
294,8/29/2022,9004.55,withdrawal,Skinix,groceries,checking,Gori,GEL,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
295,8/30/2022,4651.72,withdrawal,Meetz,entertainment,credit card,Lupak,IDR,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
296,8/18/2022,8527.97,deposit,Yodo,groceries,savings,Dongtucheng,CNY,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
297,8/1/2022,2797.73,deposit,Avavee,entertainment,savings,Chandler,USD,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
298,8/14/2022,3636.59,withdrawal,Aivee,entertainment,savings,Vologda,RUB,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
299,8/6/2022,3822.37,deposit,Yodo,entertainment,credit card,Bureya,RUB,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse
300,8/23/2022,7922.81,transfer,Linkbuzz,transportation,credit card,Wakkanai,JPY,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
301,8/27/2022,7744.4,transfer,Skyble,groceries,savings,Bitola,MKD,nec sem duis aliquam convallis nunc proin at turpis a pede
302,8/25/2022,3088.2,deposit,Photojam,groceries,credit card,Datong,CNY,quam nec dui luctus rutrum nulla tellus in sagittis dui
303,8/15/2022,6631.6,deposit,Brightbean,groceries,credit card,Zhatay,RUB,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
304,8/6/2022,1488.8,withdrawal,Youspan,transportation,savings,Trat,THB,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
305,8/6/2022,8447.4,transfer,Topdrive,utilities,credit card,Saint-Bruno,CAD,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
306,8/8/2022,5247.32,transfer,Quatz,utilities,credit card,Lambangan Kulon,IDR,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
307,8/18/2022,4286.19,transfer,Flipstorm,utilities,credit card,Yulao,CNY,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
308,8/26/2022,3280.61,deposit,Thoughtsphere,entertainment,savings,Chaloem Phra Kiat,THB,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
309,8/26/2022,2765.16,withdrawal,Omba,groceries,checking,Napel,IDR,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
310,8/22/2022,142.85,transfer,Lajo,transportation,credit card,Shlissel’burg,RUB,neque sapien placerat ante nulla justo aliquam quis turpis eget elit
311,8/6/2022,4672.24,deposit,Babbleopia,entertainment,credit card,Torslanda,SEK,est risus auctor sed tristique in tempus sit amet sem
312,8/4/2022,5167.92,transfer,Plambee,utilities,savings,Zheleznogorsk,RUB,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
313,8/16/2022,5736.76,transfer,Quatz,entertainment,credit card,Boucinha,EUR,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
314,8/22/2022,1703.0,deposit,Eazzy,entertainment,savings,Peimei,CNY,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
315,8/10/2022,426.39,withdrawal,Innojam,transportation,credit card,Milltown,EUR,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
316,8/11/2022,2025.63,transfer,Mydeo,groceries,credit card,Cochrane,CAD,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl
317,8/20/2022,7802.29,deposit,Dazzlesphere,groceries,checking,Kumo,NGN,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
318,8/19/2022,1295.49,deposit,Vinder,utilities,credit card,Kafr Takhārīm,SYP,suspendisse potenti in eleifend quam a odio in hac habitasse
319,8/13/2022,7100.83,deposit,Muxo,transportation,checking,Junín,COP,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
320,8/12/2022,1251.56,transfer,Skimia,groceries,savings,Ufa,RUB,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec
321,8/5/2022,2355.68,deposit,JumpXS,entertainment,savings,Gnosjö,SEK,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
322,8/30/2022,692.56,deposit,Babbleblab,groceries,savings,Xiaopu,CNY,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
323,8/15/2022,4925.65,withdrawal,Devpulse,groceries,savings,Kasangulu,CDF,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
324,8/20/2022,9034.48,transfer,Riffpath,utilities,checking,Garbów,PLN,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
325,8/14/2022,1838.16,transfer,Dabjam,utilities,checking,Bamako,XOF,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
326,8/1/2022,6408.83,deposit,Browsecat,entertainment,credit card,Sandaowan,CNY,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
327,8/28/2022,3119.2,deposit,Jatri,utilities,checking,San Isidro de Lules,ARS,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
328,8/6/2022,9577.39,withdrawal,Chatterpoint,entertainment,savings,Sarilhos Grandes,EUR,volutpat erat quisque erat eros viverra eget congue eget semper
329,8/25/2022,237.41,withdrawal,Voonder,transportation,savings,Nawu,CNY,aliquam convallis nunc proin at turpis a pede posuere nonummy
330,8/9/2022,799.76,deposit,Mymm,utilities,savings,Sansanné-Mango,XOF,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
331,8/16/2022,8895.18,deposit,Oyondu,groceries,checking,Zargarān,AFN,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
332,8/11/2022,6219.23,withdrawal,Bubblebox,entertainment,checking,Järfälla,SEK,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
